INTPTLAT,INTPTLONG
41.451252,-90.154844
41.882072,-88.329337
42.091035,-88.694964
40.459834,-90.717372
39.977415,-87.635375
38.55521,-89.54127
40.770664,-89.466502
42.214229,-89.484676
40.466831,-88.379205
40.307792,-88.021398
42.109981,-88.371882
39.125435,-89.817283
40.772257,-87.984393
40.862997,-90.199813
39.446572,-89.782047
40.864013,-90.956706
40.572687,-89.81317
39.548717,-90.479992
38.758246,-89.983121
42.134489,-87.763178
41.918877,-88.078095
41.866715,-88.062711
42.085162,-87.827388
41.540499,-87.610973
38.952893,-90.222545
41.244377,-88.24262
37.362137,-88.486721
40.110231,-91.019156
38.358886,-88.204805
42.058549,-87.784941
40.630589,-89.258084
40.557454,-90.675539
40.394896,-89.940732
37.555077,-88.973533
37.718047,-89.477996
38.976492,-90.425888
41.901154,-89.41309
41.236136,-88.831029
37.64168,-89.506723
39.817526,-89.618117
42.390226,-87.987737
38.729283,-90.125472
38.82655,-89.666668
41.242747,-87.635847
41.263643,-89.230191
42.34082,-88.033563
38.255135,-87.996927
39.344487,-90.208191
42.299987,-87.910961
39.247946,-88.160025
40.407309,-89.643795
40.084961,-89.74057
38.886634,-89.389564
42.391512,-88.38938
40.743856,-88.88064
39.707863,-90.727284
40.804941,-91.086932
42.370085,-87.936805
42.336213,-88.073426
39.233682,-90.716503
38.892463,-89.838728
40.391484,-91.361302
39.803381,-88.594734
42.115702,-88.505169
41.555682,-90.40336
37.955201,-88.831018
40.693547,-89.806397
42.255192,-90.273636
41.981262,-88.142461
39.158973,-90.623141
41.719403,-89.556128
37.737717,-88.545818
37.797557,-89.335972
39.843014,-89.061492
38.813087,-90.092071
40.250689,-89.441283
42.429688,-88.621187
39.357664,-89.53228
41.607583,-87.65199
41.966318,-87.80559
40.295109,-90.05781
42.235788,-88.067525
41.574164,-87.689295
42.465137,-88.434273
38.30589,-89.992855
41.023879,-90.353578
41.246894,-89.313965
40.306855,-87.700956
41.117508,-89.354835
40.546625,-89.32958
39.219616,-88.984789
37.798389,-89.03065
41.049251,-88.100548
39.355736,-90.037407
40.314634,-88.99209
41.724788,-87.828115
39.155917,-88.149096
38.770631,-89.682691
42.182372,-87.810845
42.206016,-87.812943
41.968354,-89.065356
39.169587,-89.476486
41.606929,-90.172822
41.867484,-87.901902
39.449555,-90.538574
41.771425,-88.640361
39.684987,-88.134857
41.800683,-87.928172
41.766066,-87.861944
38.540484,-89.264342
42.065214,-88.152996
42.295927,-88.228811
38.927172,-89.93886
41.364841,-89.294885
40.032985,-87.957755
41.605151,-87.952351
41.731248,-87.731134
41.559422,-87.662025
40.460824,-87.663572
41.521564,-89.91401
40.42246,-89.420947
40.984237,-89.457123
41.068936,-87.606347
38.44588,-89.272165
40.605383,-88.989485
38.605285,-89.289972
39.710777,-91.200796
39.604721,-88.319974
39.7985,-87.869169
42.161246,-88.436771
37.837031,-89.147364
39.108372,-87.660815
39.851422,-89.24774
38.149456,-88.904005
42.227205,-87.978359
41.768433,-87.897405
39.927064,-87.740241
40.327275,-90.60805
41.520284,-88.034681
42.115136,-88.100894
38.834005,-88.627835
40.352569,-90.323389
40.828673,-87.584637
39.205399,-89.405595
38.438393,-89.160268
41.053667,-87.984088
42.28025,-88.20041
41.976616,-88.018775
38.618719,-88.788245
39.945627,-88.456891
39.729151,-90.232201
38.442396,-88.403972
39.579209,-89.408069
39.767773,-89.678403
39.117994,-90.327455
39.207735,-88.243068
42.383246,-88.246763
38.520789,-88.538256
37.820605,-88.928353
41.517701,-88.148846
37.450942,-89.267102
37.209221,-88.847034
41.196922,-90.878792
37.722001,-88.242387
38.575486,-89.126799
41.753401,-87.826941
39.297181,-90.612931
39.190489,-90.35118
41.833628,-88.521673
41.148002,-88.872088
41.101654,-87.86369
39.55444,-87.939433
40.675442,-89.005966
37.294168,-88.976066
37.921354,-89.916362
38.338618,-88.641915
38.351739,-87.8683
41.099971,-90.936059
38.49486,-88.898749
40.935367,-88.235434
42.088823,-87.714512
40.097848,-89.086001
41.239087,-89.92566
38.745269,-89.273088
40.151909,-90.011518
42.189175,-88.049331
39.586813,-89.416486
39.70374,-91.151734
42.101062,-88.763197
40.558372,-89.77105
38.772127,-88.853423
41.190278,-88.569935
42.090164,-88.848625
40.867691,-90.748554
42.284585,-87.879335
40.906919,-90.285693
41.022897,-89.40633
41.381538,-89.214353
41.109606,-89.973522
41.807206,-87.874144
41.830752,-87.872288
40.584788,-90.969532
42.210237,-88.169491
42.282695,-87.852306
40.634228,-89.751219
42.487655,-88.123539
42.23535,-87.857305
41.620087,-88.664899
42.205142,-88.42734
39.096967,-89.746136
42.339061,-88.208432
40.20522,-88.374603
39.988638,-89.872611
42.45399,-89.390149
42.417573,-88.082609
42.224566,-88.386643
41.267237,-88.135028
42.195443,-88.086774
41.53015,-89.283271
42.101865,-89.832818
39.561107,-89.360255
41.565004,-87.546004
39.797797,-88.715567
40.147058,-91.00249
40.978732,-89.234954
41.365458,-89.117223
39.967061,-89.162349
38.726301,-87.687406
42.123607,-89.404066
38.602516,-89.813
41.795394,-88.941703
41.615964,-88.798309
39.778704,-89.683956
41.667206,-87.981876
42.378425,-89.821421
38.28635,-89.81778
41.188903,-88.982272
39.417886,-88.288785
